original_title,vote_average,genres,cast,id,director,keywords
Fair Game,6.5,"['Drama', 'Thriller']","['BrookeSmith', 'NaomiWatts', 'SeanPenn', 'TyBurrell']",38363,Doug Liman,"['cia', 'duringcreditsstinger', 'iraq', 'nuclearscientist', 'politician']"
Domino,6.0,"['Action', 'Crime']","['DelroyLindo', 'EdgarRamírez', 'KeiraKnightley', 'MickeyRourke']",9923,Tony Scott,"['bountyhunter', 'fbi', 'spectacle', 'weapon']"
Jade,5.2,"['Action', 'Mystery', 'Romance', 'Thriller']","['ChazzPalminteri', 'DavidCaruso', 'LindaFiorentino', 'MichaelBiehn']",11863,William Friedkin,"['callgirl', 'investigation', 'murder', 'sanfrancisco']"
Gamer,5.6,"['Action', 'ScienceFiction', 'Thriller']","['AmberValletta', 'GerardButler', 'LoganLerman', 'MichaelC.Hall']",18501,Brian Taylor,"['dystopia', 'dystopicfuture', 'gunbattle', 'mindcontrol', 'onlinegaming', 'wrongfulconviction', 'wrongfulimprisonment']"
Beautiful Creatures,5.6,"['Drama', 'Fantasy', 'Romance']","['AldenEhrenreich', 'AliceEnglert', 'JeremyIrons', 'ViolaDavis']",109491,Richard LaGravenese,"['basedonyoungadultnovel', 'casters', 'civilwar', 'classprejudice', 'dark', 'light', 'magic', 'southernusa']"
Death to Smoochy,5.9,"['Comedy', 'Crime', 'Drama', 'Thriller']","['CatherineKeener', 'DannyDeVito', 'EdwardNorton', 'RobinWilliams']",9275,Danny DeVito,"['corruption', 'duringcreditsstinger', 'irishmob', 'moderator', 'success', 'tvshow']"
Zoolander 2,4.7,['Comedy'],"['BenStiller', 'OwenWilson', 'PenélopeCruz', 'WillFerrell']",329833,Ben Stiller,"['fashion', 'fashionmodel', 'malemodel', 'modeling', 'sequel', 'stupidity']"
The Big Bounce,5.0,"['Comedy', 'Crime']","['GarySinise', 'MorganFreeman', 'OwenWilson', 'SaraFoster']",12634,George Armitage,"['basedonnovel', 'beachhouse', 'blackmail', 'cellphone', 'deception', 'delinquency', 'doublecross', 'elmoreleonard', 'hawaii', 'hotel', 'judge', 'robbery', 'safe', 'scheming', 'seduction', 'skinnydipping', 'stolenmoney', 'waterfall', 'yacht', 'yellowbikini']"
What Planet Are You From?,5.4,"['Comedy', 'Drama', 'Romance', 'ScienceFiction']","['AnnetteBening', 'GarryShandling', 'GregKinnear', 'JohnGoodman']",10416,Mike Nichols,"['alien', 'alienlife-form', 'erection', 'neuefrau', 'noises', 'reproduction']"
Drive Angry,5.3,"['Action', 'Crime', 'Fantasy', 'Thriller']","['AmberHeard', 'BillyBurke', 'NicolasCage', 'WilliamFichtner']",47327,Patrick Lussier,"['backhandslap', 'bone', 'carexplosion', 'carjump', 'driverslicense', 'fingergun', 'magictrick', 'manpunchingawoman', 'premaritalsex', 'sataniccult']"
Street Fighter: The Legend of Chun-Li,3.9,"['Action', 'Adventure', 'ScienceFiction', 'Thriller']","['ChrisKlein', 'KristinKreuk', 'MichaelClarkeDuncan', 'NealMcDonough']",15268,Andrzej Bartkowiak,"['basedonvideogame', 'martialarts', 'revenge', 'streetfighter']"
The One,5.7,"['Action', 'ScienceFiction', 'Thriller']","['CarlaGugino', 'DelroyLindo', 'JasonStatham', 'JetLi']",10796,James Wong,['dualidentity']
The Adventures of Ford Fairlane,6.2,"['Action', 'Comedy', 'Crime', 'Mystery', 'Thriller']","['AndrewDiceClay', 'MorrisDay', 'PriscillaPresley', 'WayneNewton']",9548,Renny Harlin,"['heavymetal', 'murder', 'privatedetective', 'rockandroll', 'rockstar', 'showbusiness']"
The Boat That Rocked,7.2,"['Comedy', 'Drama']","['BillNighy', 'PhilipSeymourHoffman', 'RhysIfans', 'TomSturridge']",18947,Richard Curtis,"['greatbritain', 'musical', 'pirateradio', 'rock', 'swinging60s']"
Traffic,6.9,"['Crime', 'Drama', 'Thriller']","['BeniciodelToro', 'JacobVargas', 'MichaelDouglas', 'TomásMilián']",1900,Steven Soderbergh,"['addicted', 'addiction', 'drugdealer', 'druglord', 'drugsmuggle', 'drugtraffic', 'policeoperation', 'unitedstates–mexicobarrier', 'usa', 'warondrugs']"
Indiana Jones and the Last Crusade,7.6,"['Action', 'Adventure']","['AlisonDoody', 'DenholmElliott', 'HarrisonFord', 'SeanConnery']",89,Steven Spielberg,"['archaeologist', 'archeology\\\\\\\\xa0', 'crusader', 'entrapment', 'escape', 'fathersonrelationship', 'holygrail', 'indianajones', 'library', 'nazis', 'orderofthetemplars', 'panzer', 'riddle', 'savingtheworld', 'treasure', 'treasurehunt', 'venice', 'whip']"
Anna Karenina,6.5,"['Drama', 'Romance']","['AaronTaylor-Johnson', 'JudeLaw', 'KeiraKnightley', 'KellyMacdonald']",96724,Joe Wright,"['19thcentury', 'basedonnovel', 'highsociety', 'imperialrussia', 'st.petersburgrussia', 'tragicdeath']"
Chappie,6.6,"['Action', 'Crime', 'ScienceFiction']","['DevPatel', 'Ninja', 'SharltoCopley', 'YolandiVisser']",198184,Neill Blomkamp,"['android', 'artificialintelligence', 'nearfuture', 'robot', 'robotcop']"
The Bone Collector,6.5,"['Crime', 'Drama', 'Mystery', 'Thriller']","['AngelinaJolie', 'DenzelWashington', 'MichaelRooker', 'QueenLatifah']",9481,Phillip Noyce,"['investigation', 'paraplegic', 'psychopath']"
Panic Room,6.5,"['Crime', 'Drama', 'Thriller']","['DwightYoakam', 'ForestWhitaker', 'JodieFoster', 'KristenStewart']",4547,David Fincher,"['bunker', 'burglar', 'housebreaking', 'money', 'safe']"
The Tooth Fairy,4.3,['Horror'],"['ChandraWest', 'JiannaBallard', 'LochlynMunro', 'SteveBacic']",53953,Chuck Bowman,"['gore', 'singlemother', 'slasher', 'toothfairy', 'woodchipper']"
Three Kings,6.6,"['Action', 'Adventure', 'Comedy']","['GeorgeClooney', 'IceCube', 'MarkWahlberg', 'SpikeJonze']",6415,David O. Russell,"['emergencysurgery', 'gold', 'goldtheft', 'gulfwar', 'interracialrelationship', 'iraq', 'kuwait', 'minefield', 'persiangulf', 'rescue', 'soldier', 'threekings', 'treasuremap', 'u.s.soldier']"
Child 44,6.1,"['Crime', 'Thriller']","['GaryOldman', 'JoelKinnaman', 'NoomiRapace', 'TomHardy']",181283,Daniel Espinosa,"['1950s', 'basedonnovel', 'childmurder', 'military', 'murder', 'russian', 'serialkiller', 'sovietunion', 'stalinism']"
Rat Race,6.0,"['Adventure', 'Comedy']","['BreckinMeyer', 'CubaGoodingJr.', 'SethGreen', 'WhoopiGoldberg']",9896,Jerry Zucker,"['casino', 'millionaire', 'preisgeld', 'roadmovie', 'running']"
K-PAX,7.1,"['Drama', 'ScienceFiction']","['AlfreWoodard', 'JeffBridges', 'KevinSpacey', 'MaryMcCormack']",167,Iain Softley,"['alien', 'claim', 'doubt', 'dream', 'help', 'hospital', 'hypnosis', 'investigation', 'medication', 'mental', 'murder', 'patient', 'planet', 'psychiatrist', 'robbery', 'science']"
Kate & Leopold,6.0,"['Comedy', 'Fantasy', 'Romance', 'ScienceFiction']","['BreckinMeyer', 'HughJackman', 'LievSchreiber', 'MegRyan']",11232,James Mangold,"['fishoutofwater', 'kiss', 'loveofoneslife', 'lover(female)', 'past', 'secretlove', 'timetravel']"
Bedazzled,5.6,"['Comedy', 'Fantasy', 'Romance']","['BrendanFraser', 'ElizabethHurley', 'FrancesOConnor', 'OrlandoJones']",1636,Harold Ramis,"['loveofoneslife', 'mephisto', 'pactwiththedevil', 'saleofsoul', 'teuflisch', 'wish']"
The Cotton Club,6.6,"['Crime', 'Drama', 'Music', 'Romance']","['DianeLane', 'GregoryHines', 'LonetteMcKee', 'RichardGere']",2148,Francis Ford Coppola,"['jazz', 'jazzmusician', 'mafia', 'musical']"
3:10 to Yuma,6.9,['Western'],"['ChristianBale', 'DallasRoberts', 'LoganLerman', 'RussellCrowe']",5176,James Mangold,"['chasesandraces', 'crime', 'dishonesty', 'dyinganddeath', 'family', 'gang', 'gunfight', 'hero', 'heroicmission', 'liberationofprisoners', 'mindandsoul', 'parentsandchildren', 'psychological', 'raceagainsttime', 'railwaycar', 'rightingthewronged', 'rivalry', 'saloon', 'stetson', 'transportofprisoners', 'wilderness']"
Taken 3,6.1,"['Action', 'Thriller']","['FamkeJanssen', 'ForestWhitaker', 'LiamNeeson', 'MaggieGrace']",260346,Olivier Megaton,"['fatherdaughterrelationship', 'framed', 'framedformurder', 'fugitive', 'murder', 'ontherun', 'revenge']"
Out of Sight,6.5,"['Comedy', 'Crime', 'Romance']","['DonCheadle', 'GeorgeClooney', 'JenniferLopez', 'VingRhames']",1389,Steven Soderbergh,"['bedroom', 'elmoreleonard', 'journalist', 'purse', 'trunk']"
The Cable Guy,5.7,"['Comedy', 'Drama', 'Thriller']","['JackBlack', 'JimCarrey', 'LeslieMann', 'MatthewBroderick']",9894,Ben Stiller,"['cableguy', 'darkcomedy', 'karaoke', 'prison', 'prostitute']"
1947: Earth,6.6,['Drama'],"['AamirKhan', 'KituGidwani', 'MaiaSethna', 'NanditaDas']",7504,Deepa Mehta,"['1940s', 'basedonnovel', 'lahore', 'partition', 'perioddrama', 'warofindependence', 'womandirector']"
Dick Tracy,5.9,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']","['AlPacino', 'CharlieKorsmo', 'Madonna', 'WarrenBeatty']",8592,Warren Beatty,"['basedoncomicstrip', 'corruption', 'crimefighter', 'gangsterboss', 'investigation', 'policeman']"
The Thomas Crown Affair,6.6,"['Crime', 'Drama', 'Romance']","['BenGazzara', 'DenisLeary', 'PierceBrosnan', 'ReneRusso']",913,John McTiernan,"['claudemonet', 'famouspainting', 'glider', 'insuranceagent', 'martinique', 'missingpainting', 'richpeople', 'stolenpainting', 'valuablepainting']"
Riding in Cars with Boys,6.5,"['Comedy', 'Drama', 'Romance']","['AdamGarcia', 'BrittanyMurphy', 'DrewBarrymore', 'SteveZahn']",11091,Penny Marshall,"['baby', 'becominganadult', 'dream', 'drugaddiction', 'marriageproblems', 'puberty', 'unwillinglypregnant', 'wife', 'womandirector', 'writer', 'youth']"
First Blood,7.2,"['Action', 'Adventure', 'Thriller', 'War']","['BillMcKinney', 'BrianDennehy', 'RichardCrenna', 'SylvesterStallone']",1368,Ted Kotcheff,"['attempttoescape', 'destroy', 'dyinganddeath', 'escape', 'falselyaccused', 'firearm', 'guerrilla', 'gun', 'matteroflifeanddeath', 'nationalguard', 'police', 'policebrutality', 'policeoperation', 'prison', 'prosecution', 'self-defense', 'sheriff', 'submachinegun', 'survivor', 'tramp', 'vietnam', 'vietnamveteran', 'vietnamwar', 'villageandtown', 'weapon']"
Солярис,7.7,"['Adventure', 'Drama', 'Mystery', 'ScienceFiction']","['AnatoliySolonitsyn', 'DonatasBanionis', 'JüriJärvet', 'NatalyaBondarchuk']",593,Andrei Tarkovsky,"['1970s', 'astronaut', 'extraterrestrialtechnology', 'hallucination', 'lossofsenseofreality', 'russian', 'soviet', 'spacetravel', 'subconsciousness']"
Happily N'Ever After,4.6,"['Animation', 'Comedy', 'Family', 'Fantasy', 'ScienceFiction']","['AndyDick', 'GeorgeCarlin', 'LisaKaplan', 'SarahMichelleGellar']",5393,Yvette Kaplan,"['badmother-in-law', 'cinderella', 'dwarves', 'fairytale', 'goodandbad', 'intern', 'littleredridinghood', 'prince', 'princess', 'rumpelstilzchen', 'sleepingbeauty', 'stepmother', 'wizardry', 'wolf', 'womandirector']"
Mary Reilly,5.7,"['Drama', 'Horror', 'Romance', 'Thriller']","['GeorgeCole', 'JohnMalkovich', 'JuliaRoberts', 'MichaelGambon']",9095,Stephen Frears,"['19thcentury', 'housemaid', 'jekyllandhyde', 'laboratory', 'monster', 'servant']"
My Best Friend's Wedding,6.3,"['Comedy', 'Romance']","['CameronDiaz', 'DermotMulroney', 'JuliaRoberts', 'RupertEverett']",8874,P.J. Hogan,"['karaoke', 'kiss', 'loveofoneslife', 'man-womanrelation', 'marriageproposal', 'newlove', 'secretlove', 'wedding']"
America's Sweethearts,5.5,"['Comedy', 'Romance']","['BillyCrystal', 'CatherineZeta-Jones', 'JohnCusack', 'JuliaRoberts']",11467,Joe Roth,"['fictitiousmarriage', 'filmbusiness', 'filmproducer', 'marriagecrisis', 'marriedcouple', 'wifehusbandrelationship']"
Insomnia,6.8,"['Crime', 'Mystery', 'Thriller']","['AlPacino', 'HilarySwank', 'MauraTierney', 'RobinWilliams']",320,Christopher Nolan,"['blackmail', 'confession', 'detective', 'fbi', 'homicide', 'losangeles', 'love', 'murder', 'neo-noir', 'suspect', 'teenager']"
Star Trek: First Contact,7.0,"['Action', 'Adventure', 'ScienceFiction', 'Thriller']","['BrentSpiner', 'JonathanFrakes', 'LeVarBurton', 'PatrickStewart']",199,Jonathan Frakes,"['borg', 'businessstart-up', 'cyborg', 'enterprise-e', 'federation', 'inventor', 'montana', 'obsession', 'repayment', 'resistance', 'spaceopera', 'starfleet']"
Jonah Hex,4.4,"['Action', 'Drama', 'Fantasy', 'Thriller', 'Western']","['JohnMalkovich', 'JoshBrolin', 'MeganFox', 'MichaelFassbender']",20533,Jimmy Hayward,"['confederate', 'dccomics', 'death', 'facialscar', 'gunslinger', 'hell', 'tomahawk', 'usa']"
Courage Under Fire,6.2,"['Drama', 'Mystery', 'Thriller', 'War']","['DenzelWashington', 'LouDiamondPhillips', 'MattDamon', 'MegRyan']",10684,Edward Zwick,"['deadsoldier', 'gulfwar', 'medal', 'pilot', 'praise', 'rescuemission', 'tank', 'u.s.army']"
Liar Liar,6.4,['Comedy'],"['CaryElwes', 'JenniferTilly', 'JimCarrey', 'MauraTierney']",1624,Tom Shadyac,"['1990s', 'birthday', 'california', 'lie', 'pregnancyandbirth', 'wish', 'workaholic']"
The Infiltrator,6.6,"['Crime', 'Drama', 'Thriller']","['BryanCranston', 'DanielMays', 'DianeKruger', 'JohnLeguizamo']",325789,Brad Furman,"['biography', 'drug', 'druglord', 'undercover']"
Inchon,6.5,"['Drama', 'History', 'War']","['BenGazzara', 'JacquelineBisset', 'LaurenceOlivier', 'ToshirōMifune']",113464,Terence Young,['']
The Flintstones,5.0,"['Comedy', 'Family', 'Fantasy']","['ElizabethPerkins', 'JohnGoodman', 'RickMoranis', 'RosieODonnell']",888,Brian Levant,"['adoption', 'badmother-in-law', 'bestfriend', 'dinosaur', 'familysdailylife', 'friendship', 'jealousy', 'manager', 'plan', 'stoneage']"
Taken 2,6.1,"['Action', 'Crime', 'Thriller']","['FamkeJanssen', 'LiamNeeson', 'MaggieGrace', 'RadeSerbedzija']",82675,Olivier Megaton,"['albanian', 'bagoverhead', 'ex-husbandex-wiferelationship', 'fbiagent', 'kidnapping', 'killedinanelevator', 'policechase', 'securityguardkilled', 'stealingacar', 'teenagedaughter', 'turkey', 'u.s.embassy', 'violence']"
Scary Movie 3,5.8,['Comedy'],"['CharlieSheen', 'JennyMcCarthy', 'MarnyEng', 'PamelaAnderson']",4256,David Zucker,['horrorspoof']
Miss Congeniality,6.1,"['Action', 'Comedy', 'Crime']","['BenjaminBratt', 'CandiceBergen', 'MichaelCaine', 'SandraBullock']",1493,Donald Petrie,"['beautycontest', 'terrorism', 'undercoveragent']"
Journey to the Center of the Earth,5.8,"['Action', 'Adventure', 'Comedy', 'Family', 'ScienceFiction']","['AnitaBriem', 'BrendanFraser', 'JoshHutcherson', 'SethMeyers']",88751,Eric Brevig,"['3d', 'dinosaur', 'prehistoric', 'prehistoriccreature', 'volcano']"
The Princess Diaries 2: Royal Engagement,6.0,"['Comedy', 'Drama', 'Family', 'Romance']","['AnneHathaway', 'HéctorElizondo', 'JohnRhys-Davies', 'JulieAndrews']",11130,Garry Marshall,"['coronation', 'duty', 'fallinginlove', 'marriage']"
The Pelican Brief,6.3,"['Crime', 'Drama', 'Mystery', 'Thriller']","['DenzelWashington', 'JuliaRoberts', 'SamShepard', 'WilliamAtherton']",9944,Alan J. Pakula,"['judge', 'missionofmurder', 'professor', 'supremecourt']"
The Client,6.4,"['Crime', 'Drama', 'Mystery', 'Thriller']","['AnthonyLaPaglia', 'Mary-LouiseParker', 'SusanSarandon', 'TommyLeeJones']",10731,Joel Schumacher,"['brother', 'brotherbrotherrelationship', 'gangster', 'investigation', 'lawyer', 'principalwitness', 'searchforwitnesses', 'suicide', 'witnessprotection']"
The Bucket List,7.0,"['Comedy', 'Drama']","['BeverlyTodd', 'JackNicholson', 'MorganFreeman', 'SeanHayes']",7350,Rob Reiner,"['africa', 'billionaire', 'braintumor', 'bucketlist', 'dyinganddeath', 'elderly', 'estrangedfather', 'fatherdaughterrelationship', 'himalaya', 'journeyroundtheworld', 'malefriendship', 'safari', 'senseoflife', 'tajmahal', 'terminalillness', 'wifehusbandrelationship', 'wish']"
Patriot Games,6.3,"['Action', 'Crime', 'Drama', 'Thriller']","['AnneArcher', 'HarrisonFord', 'PatrickBergin', 'ThoraBirch']",9869,Phillip Noyce,"['assassin', 'assassination', 'ira', 'jackryan', 'repayment']"
Monster-in-Law,5.6,"['Comedy', 'Romance']","['JaneFonda', 'JenniferLopez', 'MichaelVartan', 'WandaSykes']",4379,Robert Luketic,"['badmother-in-law', 'dogsitter', 'fallinginlove', 'surgeon']"
Prisoners,7.9,"['Crime', 'Drama', 'Thriller']","['HughJackman', 'JakeGyllenhaal', 'MariaBello', 'PaulDano']",146233,Denis Villeneuve,"['candlelightvigil', 'kidnapping', 'maze', 'pennsylvania', 'ruralsetting', 'vigilante']"
Training Day,7.3,"['Action', 'Crime', 'Drama', 'Thriller']","['DenzelWashington', 'EthanHawke', 'ScottGlenn', 'TomBerenger']",2034,Antoine Fuqua,"['barrio', 'cholo', 'drugdealer', 'drugtraffic', 'gangmember', 'losangeles', 'mexicanamerican', 'policebrutality', 'warondrugs']"
Galaxy Quest,6.9,"['Comedy', 'Family', 'ScienceFiction']","['AlanRickman', 'SigourneyWeaver', 'TimAllen', 'TonyShalhoub']",926,Dean Parisot,"['fictionaltvshow', 'spacebattle', 'spaceship', 'spoof']"
Scary Movie 2,5.4,['Comedy'],"['AnnaFaris', 'JamesDeBello', 'MarlonWayans', 'ShawnWayans']",4248,Keenen Ivory Wayans,"['exorcism', 'secretdoor', 'sex']"
The Muppets,6.5,"['Comedy', 'Family', 'Music']","['AmyAdams', 'EmilyBlunt', 'JasonSegel', 'JohnKrasinski']",64328,James Bobin,"['duringcreditsstinger', 'musical', 'oiltycoon', 'robot', 'studiotour', 'themuppets']"
Blade,6.5,"['Action', 'Horror']","['KrisKristofferson', 'NBusheWright', 'StephenDorff', 'WesleySnipes']",36647,Stephen Norrington,"['bite', 'blade', 'bulletdodging', 'bullettime', 'deadly', 'disarmingsomeone', 'englishsubtitlesinoriginal', 'escapade', 'extremeviolence', 'fangvamp', 'fistfight', 'goodvsevil', 'hero', 'hypodermicneedle', 'imaginary', 'kickedinthegroin', 'machinegun', 'martialartsmaster', 'masterwarrior', 'microscope', 'mouthguard', 'onemanarmy', 'rivalry', 'scientist', 'secretheadquarters', 'suicide', 'superhero', 'supernatural', 'supernaturalability', 'tragichero', 'vampire', 'vampirehunter', 'violence', 'xrayedskeleton']"
Coach Carter,7.3,['Drama'],"['RickGonzalez', 'RobBrown', 'RobertRichard', 'SamuelL.Jackson']",7214,Thomas Carter,"['autoritianeducation', 'basketball', 'blackpeople', 'highschool', 'scholarship', 'sport', 'teacher', 'teachersandstudents', 'violenceinschools']"
Changing Lanes,5.9,"['Action', 'Adventure', 'Crime', 'Thriller']","['BenAffleck', 'KimStaunton', 'SamuelL.Jackson', 'ToniCollette']",1537,Roger Michell,"['custodybattle', 'lawyer', 'newyork', 'suspense']"
Anaconda,4.7,"['Adventure', 'Horror', 'Thriller']","['EricStoltz', 'IceCube', 'JenniferLopez', 'JonVoight']",9360,Luis Llosa,"['amazon', 'amazonriver', 'anaconda', 'animalhorror', 'filmcrew', 'jungle', 'killersnake', 'riverboat']"
Coyote Ugly,5.8,['Comedy'],"['AdamGarcia', 'IzabellaMiko', 'JohnGoodman', 'PiperPerabo']",6282,David McNally,"['bar', 'beautifulwoman', 'musical']"
Love Actually,7.0,"['Comedy', 'Drama', 'Romance']","['EmmaThompson', 'HeikeMakatsch', 'KeiraKnightley', 'LauraLinney']",508,Richard Curtis,"['barsandrestaurants', 'christmasparty', 'femalenudity', 'languagebarrier', 'londonengland', 'loveatfirstsight', 'malenudity', 'marriageproposal', 'marseille', 'metaldetector', 'multiplestorylines', 'office', 'pressconference', 'primeminister', 'rockstar', 'schoolperformance', 'tvshow', 'usapresident', 'waronterror']"
A Bug's Life,6.8,"['Adventure', 'Animation', 'Comedy', 'Family']","['HaydenPanettiere', 'JuliaLouis-Dreyfus', 'KevinSpacey', 'PhyllisDiller']",9487,Andrew Stanton,"['ant', 'ant-hill', 'collector', 'duringcreditsstinger', 'fight', 'grass', 'invention', 'kidsandfamily', 'winter']"
From Hell,6.6,"['Horror', 'Mystery', 'Thriller']","['HeatherGraham', 'IanHolm', 'JohnnyDepp', 'RobbieColtrane']",768,Albert Hughes,"['drugaddiction', 'jacktheripper', 'lossoffamily']"
The Specialist,5.5,"['Action', 'Thriller']","['JamesWoods', 'RodSteiger', 'SharonStone', 'SylvesterStallone']",2636,Luis Llosa,"['explosive', 'explosivesexpert', 'revenge']"
Tin Cup,5.9,"['Comedy', 'Drama', 'Romance']","['CheechMarin', 'DonJohnson', 'GeorgePerez', 'KevinCostner']",10478,Ron Shelton,"['golf', 'lover(female)', 'man-womanrelation', 'sport', 'womanbetweentwomen']"
"Yours, Mine and Ours",6.2,"['Comedy', 'Drama', 'Family']","['HenryFonda', 'LucilleBall', 'TomBosley', 'VanJohnson']",27983,Melville Shavelson,"['children', 'nurse', 'parent', 'sibling', 'widow']"
Kicking & Screaming,5.6,"['Comedy', 'Family', 'Romance']","['KateWalsh', 'MusettaVander', 'RobertDuvall', 'WillFerrell']",9981,Jesse Dylan,"['amateursoccer', 'fathersonrelationship', 'generationsconfilct', 'soccercoach', 'sport']"
The Hitchhiker's Guide to the Galaxy,6.6,"['Adventure', 'Comedy', 'Family', 'ScienceFiction']","['MartinFreeman', 'SamRockwell', 'YasiinBey', 'ZooeyDeschanel']",7453,Garth Jennings,"['alien', 'alienattack', 'alieninvasion', 'android', 'basedonnovel', 'basedonradioshow', 'bathrobe', 'bureaucracy', 'chase', 'destructionofearth', 'dolphin', 'england', 'everyman', 'galaxy', 'hitchhiker', 'hyperspace', 'intergalactictravel', 'islingtonengland', 'meaningoflife', 'robot', 'spaceship', 'spacetravel', 'stopmotion', 'survival', 'talkingrobot']"
